sect. SOUTH AMERICA	"Astragalus alienus Gray, U.S. Expl. Exped., Phan. 1: 418. 1854."	
sect. SOUTH AMERICA	"Astragalus amatus Clos, Flora Chilena 2(1): 115–116. 1846."	
sect. SOUTH AMERICA	"Astragalus ameghinoi Spegazzini, Anales Museo Naci. de His. Nat. de Buenos Aires. Ser. 3 7: 262. 1902."	
sect. SOUTH AMERICA	"Astragalus anni-novi Burkart, Darwiniana 15(3–4): 530, f. 9, 10. 1969."	
sect. SOUTH AMERICA	"Astragalus arequipensis Vogel, Nova Acta Phys.-med. Acad. Caes. Leop.-Carol. Nat. Cur. Exhibentia Ephemerides sive Obs. Hist. Experimenta 19(Suppl. 1): 17. 1843."	
sect. SOUTH AMERICA	"Astragalus argentinus Manganaro, Anales de la Sociedad Científica Argentina 87: 145, f. 14. 1919."	
sect. SOUTH AMERICA	"Astragalus arnottianus (Gillies) Reiche, Anales Univ. Chile 97: 561. 1897."	
sect. SOUTH AMERICA	"Astragalus asplundii Johnston, Journal of the Arnold Arboretum 28(3): 366. 1947."	
sect. SOUTH AMERICA	"Astragalus austroargentinus Gómez-Sosa, Darwiniana 20(1–2): 220–224, f. 5–6. 1976."	
sect. SOUTH AMERICA	"Astragalus bellus (Kuntze) Fries, Nova Acta Regiae Soc. Sci. Upsal., ser. 2 1(1): 135. 1905."	
sect. SOUTH AMERICA	"Astragalus bergii Hieron.,  Bol. AcAstragalus Nac. Ci., Córdoba, Argentina 3: 343. 1879."	
sect. SOUTH AMERICA	"Astragalus berteri Colla, ?????"	
sect. SOUTH AMERICA	Astragalus berterianus (Moris) Reiche.	
sect. SOUTH AMERICA	"Astragalus boelckei Gómez-Sosa, Parodiana 7(1–2): 35–37, f. 1. 1992."	
sect. SOUTH AMERICA	"Astragalus bonariensis Gómez-Sosa, Darwiniana 22: 358, f. sn. 1979."	
sect. SOUTH AMERICA	"Astragalus brackenridgei Gray, United States Exploring Expedition 1: 416. 1854."	
sect. SOUTH AMERICA	"Astragalus brevidentatus Wright, Bull. Misc. Inform. Kew 1906: 200. 1906."	
sect. SOUTH AMERICA	"Astragalus burkartii Johnston, Journal of the Arnold Arboretum 28(3): 364. 1947."	
sect. SOUTH AMERICA	"Astragalus bustillosii Clos, Flora Chilena 2(1): 117–118. 1846."	
sect. SOUTH AMERICA	"Astragalus cachinalensis Philippi, Florula Atacamensis seu Enumeriatio 15. 1860."	
sect. SOUTH AMERICA	"Astragalus cajamarcanus Gómez-Sosa, Darwiniana 48(2): 175–176. 2010.  Peru, 2010."	
sect. SOUTH AMERICA	"Astragalus carinatus (H. & Astragalus) Reiche, Anales de la Universidad de Chile 97: 557. 1897."	
sect. SOUTH AMERICA	"Astragalus chamissonis (Vogel) Reiche, Anales Univ. Chile 97: 553. 1897."	
sect. SOUTH AMERICA	"Astragalus chubutensis Spegazzini, Anales Museo Nac. Hist. Nat. Buenos Aires. Ser. 3 7: 266. 1902."	
sect. SOUTH AMERICA	"Astragalus cochabambensis Gómez-Sosa, Arnaldoa 11(1): 29–44. 2004. Bolivia."	
sect. SOUTH AMERICA	"Astragalus colhuensis Gómez-Sosa, Darwiniana 24: 28, f. 3. 1982."	
sect. SOUTH AMERICA	"Astragalus complicatus Gillies ex Hooker & Arnott, Botanical Miscellany 3: 187. 1833."	
sect. SOUTH AMERICA	"Astragalus confinis Johnston, Journal of the Arnold Arboretum 28(4): 398–399. 1947."	
sect. SOUTH AMERICA	"Astragalus coquimbensis (H. & Astragalus) Reiche, Anales de la Universidad de Chile 97: 566. 1897."	
sect. SOUTH AMERICA	"Astragalus cracca DC., Astragalogia 101, pl. 9. 1802."	
sect. SOUTH AMERICA	"Astragalus cruckshanksii (H. & Astragalus) Grisebach, Anales Univ. Chile 97: 558. 1897."	
sect. SOUTH AMERICA	"Astragalus crymophilus Johnston, J. Arnold Arboretum 28(4): 400. 1947."	
sect. SOUTH AMERICA	"Astragalus cryptanthus Weddell, Chloris Andina 2: 259. 1861."	
sect. SOUTH AMERICA	"Astragalus crypticus Johnston, J. Arnold Arboretum 28(3): 365. 1947."	
sect. SOUTH AMERICA	"Astragalus cryptobotrys Johnston, J. Arnold Arboretum 28(3): 365. 1947."	
sect. SOUTH AMERICA	"Astragalus curvicaulis (Clos) Reiche, Anales de la Universidad de Chile 97: 559. 1897."	
sect. SOUTH AMERICA	"Astragalus cuyanus Gómez-Sosa, Darwiniana 24: 27, f. sn. 1982."	
sect. SOUTH AMERICA	"Astragalus darumbium (Bertero) Clos, Flora Chilena 2: 112. 1846."	
sect. SOUTH AMERICA	"Astragalus deminutivus Johnston, J. Arnold Arbor. 28(4): 406–407. 1947."	
sect. SOUTH AMERICA	"Astragalus dielsii Macbride, Publ. Field Mus. Nat. Hist., Bot. Series 11(1): 24–25. 1931."	
sect. SOUTH AMERICA	"Astragalus dillinghami Macbride, Publ. Field Mus. Nat. Hist., Bot. Series 8(2): 98–99. 1930."	
sect. SOUTH AMERICA	"Astragalus distinens Macloskie, Rep. Princeton Univ. Exped. Patago., Vol. 8, 1,2, Botany 8: 505. 1904."	
sect. SOUTH AMERICA	"Astragalus dodti Philippi, Linnaea 33: 48. 1864."	
sect. SOUTH AMERICA	"Astragalus domeykoanus (Phil.) Reiche, Anales Univ. Chile 97: 550. 1897."	
sect. SOUTH AMERICA	"Astragalus edmonstonei (Hook.) Robinson, Proc. Amer. Acad. of Arts and Sciences 38: 148. 1902."	
sect. SOUTH AMERICA	"Astragalus fabrisii Gómez-Sosa, Darwiniana 23(2–4): 507–508. 1981."	
sect. SOUTH AMERICA	"Astragalus famatinae Johnston, J. Arnold Arboretum 28(4): 393–394. 1947.,  , (N+)"	
sect. SOUTH AMERICA	"Astragalus flavocreatus Johnston, J. Arnold Arboretum 28(4): 405–406. 1947."	
sect. SOUTH AMERICA	"Astragalus garbancillo Cavanilles, Icon. 1: 59, pl. 85. 1791."	
sect. SOUTH AMERICA	"Astragalus geminiflorus Humb. & Bonpl., Plantae Aequinoctiales 1: 128, pl. 37. 1808."	
sect. SOUTH AMERICA	"Astragalus germaini Philippi, Linnaea 28: 621. 1856."	
sect. SOUTH AMERICA	"Astragalus gruinus Barneby, Memoirs New York Botanical Garden 13: 846–849. 1964."	
sect. SOUTH AMERICA	"Astragalus hickenii Gómez-Sosa, Hickenia 2(2): 5–7, f. 1. 1983."	
sect. SOUTH AMERICA	"Astragalus hypsogenus Johnston, J. Arnold Arboretum 28(4): 399–400. 1947."	
sect. SOUTH AMERICA	"Astragalus illinii Johnston, Journal of the Arnold Arboretum 28(3): 360. 1947."	
sect. SOUTH AMERICA	"Astragalus joergensenii Johnston, Journal of the Arnold Arboretum 28(3): 372–373. 1947."	
sect. SOUTH AMERICA	"Astragalus johnstonii Gómez-Sosa, Gayana, Botánica 54(1): 33. 1997."	
sect. SOUTH AMERICA	"Astragalus limariensis Muñoz, Journal of the Arnold Arboretum 20: 246. 1939."	
sect. SOUTH AMERICA	"Astragalus looseri Johnston, J. Arnold Arboretum 28(3): 349. 1947."	
sect. SOUTH AMERICA	"Astragalus macrocarpus (Phil.) Reiche, Anales Univ. Chile 97: 563. 1897. Homonym."	
sect. SOUTH AMERICA	"Astragalus magellanicus Gómez-Sosa, Hickenia 1(17): 96–98.1977."	
sect. SOUTH AMERICA	"Astragalus maulensis Spegazzini, Anales Mus. Nac. .Hist. Nat. Buenos Aires. Ser. 3 7: 264. 1902."	
sect. SOUTH AMERICA	"Astragalus micranthellus Weddell, Chloris Andina 2: 262. 1861."	
sect. SOUTH AMERICA	"Astragalus minimus Vogel, Nova Acta Phys.-Med. Acad. Caes. Leop.-Carol. Nat. Cur. 19(Suppl. 1): 18. 1843."	
sect. SOUTH AMERICA	"Astragalus minutissimus Weddell, Chlor. Andina 2: 257–258. 1861."	
sect. SOUTH AMERICA	"Astragalus monteroi Johnston, J. Arnold Arboretum 28(4): 375. 1947."	
sect. SOUTH AMERICA	"Astragalus monticola Philippi, Linnaea 33: 47. 1868."	
sect. SOUTH AMERICA	"Astragalus moyanoi Spegazzini, Revista Fac. Agron. Univ. Nac. La Plata 3: 601. 1897."	
sect. SOUTH AMERICA	"Astragalus nelidae Gómez-Sosa, Bol. Soc. Argent. Botánica 25(3–4): 485–488. 1988."	
sect. SOUTH AMERICA	"Astragalus neobarnebyanus Gómez-Sosa, Brittonia 38(4): 427–429, f. 1. 1986."	
sect. SOUTH AMERICA	"Astragalus neoburkartianus Gómez-Sosa, Darwiniana 20(1–2): 213–218.1976."	
